PERSON ID,Source,ALT. NAMES,Label,NAME,RELATION IDS,Target,BIOGRAPHICAL INFORMATION
P16,COOBAH,ACCUBAH; JENNY YOUNG,DAUGHTER OF,PHIBBAH,P7,PHIBBAH,"Accubah, also known as 'Coobah' was an enslaved Afro-Creole girl born to Phibbah, the housekeeper of Egypt Estate and an unknown father sometime during the 1750s.

Throughout her childhood, she mostly lived apart from her mother on Paradise, a neighboring sugar estate that was also owned by their owners John and Mary (Molly) Copeand served as a domestic servant to Molly Cope. Accubah was later sent to a school for mixed race children at an early age to learn to read and write.

In addition to being frequently separated from her mother, Accubah was frequently the target of sexual predation from white men, including John Cope and a white laborer on Egypt named Sam Matthews who attempted to rape her in Egypt's boiling house in before being thwarted, ironically enough, by Thistlewood himself. She was one of the only enslaved girls/women in the diary who he never forced himself upon sexually.

Accubah had a number of sexual partners over the years who were mostly either free mixed race men of color, or white men. Three of the mixed race men were described as being her 'husband': Mulatto Davie in 1761, Nagua in 1766 (who also appeared to have grown up with Accubah on the estate), and Jimmy Stewart in 1776.

Accubah was an accomplished seamstress, who put her skills to good use in taking on paid sewing jobs for Thistlewood, and also sewing intricate messages into the dresses and bodices of her fellow enslaved women.

At some point during the late 1760's Accubah became involved in the cult society of Myalism; an Afro-Jamaican religion that according to what some scholars have argued was “the first religious organization of Africans in Jamaica” that “addressed itself to the entire slave society."" Myal was organized around the premise that enslaved people could inure themselves to the many dangers and predations from white

Accubah was very close with her mother PhIbbah, and with her mother Phibbah's friends: Accubah's aunt Nancy, an enslaved domestic woman who also lived at Paradise named House Franke, an enslaved domestic woman and healer named Vine from Cabaritta estate and an enslaved field woman from Egypt named Egypt Lucy. Together, the six women pooled the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Accubah was very fond of hearing Anansi spider tales told by her mother's close friend, an enslaved healer from Cabarittta Estate named Vine. She made regular trips to her mother's later residence of Breadnut Island Pen to hear them under the cover of night.

Accubah traveled abroad to England twice in her lifetime; once in 1767 and once in the spring of 1771, as a domestic to the Cope's two daughters. On her second trip, she was baptized into the Church of England and christened 'Jenny Young', a name she would go by for the rest of her life after returning to Jamaica.

Accubah had seversl children over the course of her life, but only one of whom would survive into childhood: Little Nancy (presumably named after her Aunt).

Like her mother, Accubah/Jenny Young would go onto outlive Thistlewood past his death in 1786, although it is unknown whether or not she would ever receive her freedom like her mother did."
P16,COOBAH,ACCUBAH; JENNY YOUNG,SISTER OF,JOHN,P9,JOHN,
P16,COOBAH,ACCUBAH; JENNY YOUNG,MOTHER OF,LITTLE NANCY,P56,LITTLE NANCY,
P16,COOBAH,ACCUBAH; JENNY YOUNG,BUSINESS PARTNER OF,PHIBBAH,P7,PHIBBAH,
P16,COOBAH,ACCUBAH; JENNY YOUNG,BUSINESS PARTNER OF,HOUSE FRANKE,P10,HOUSE FRANKE,
P16,COOBAH,ACCUBAH; JENNY YOUNG,BUSINESS PARTNER OF,NANCY,P8,NANCY,
P16,COOBAH,ACCUBAH; JENNY YOUNG,BUSINESS PARTNER OF,EGYPT LUCY,P3,EGYPT LUCY,
P16,COOBAH,ACCUBAH; JENNY YOUNG,MYAL PRACTITIONER WITH,JOB,P29,JOB,
P16,COOBAH,ACCUBAH; JENNY YOUNG,MYAL PRACTITIONER WITH,,P121,DAGO,
P16,COOBAH,ACCUBAH; JENNY YOUNG,DOMESTIC PARTNER OF,,P119,MULATTO DAVIE,
P16,COOBAH,ACCUBAH; JENNY YOUNG,DOMESTIC PARTNER OF,,P207,NAGUA,
P16,COOBAH,ABB,DOMESTIC PARTNER OF,,P452,JIMMY STEWART,
,,,,,,#N/A,
P17,SALLY,,CONGO,,,#N/A,"Sally first appears in the diary in April of 1762 in a purchase that Thistlewood made from one his white associates/friends Jeremiah Meyler. He described her as a ""Congo girl"" of no more than ""9 or 10 years old"" and standing at just 4'1 inches tall. He paid 42 pounds cash for her.

Sally was originally intended and trained to be a seamstress/domestic laborer, but for the next twenty two years, she would put up regular and varied shows of resistance to every job, assignment or position that Thistlewood tried to force upon her. Even after he eventually relegated her to his field gang, Sally regularly stole food and other possessions from both white and endlsved Black people throughout the neighborhood. Over the course of her twenty two years in Jamaica, she ran away at least twelve different times.

Sally was the victim of many acts of sexual assault and terrorism from various white men. (including Thistlewood) that mutilated her genitals, which probably attributed to the fact that she never had any children, nor was confirmed as ever being pregnant. Like many field laborers in Jamaica, she was often ill from yaws (which resulted in the amputation of one of her toes), and from venereal diseases. 

In November of 1784, Thistlewood sold Sally to anther trader, who transported her off the island altogether and to an unknown location."
P17,SALLY,,HOUSEMATE OF,ABBA,P6,ABBA,
P17,SALLY,,GARDENER,,,#N/A,
,,,,,,#N/A,
P18,PARADISE QUASHEBA,,MIDWIFE TO,EGYPT LUCY,P3,EGYPT LUCY,"Paradise Quasheba was an enslaved 'grannie' (midwife) who lived on Paradise Estate. She attended at least eleven different enslaved women's births between 1759-1766: Egypt Lucy, Nancy, Rosanna, Moll, Agnes, Jenny, Wonga, Molia, Ogo, Nanny and Eve--the majority of whose infants survived both a 9 day observing period and several years into their childhoods. "
P18,PARADISE QUASHEBA,,MIDWIFE TO,LITTLE QUASHE,P5,LITTLE QUASHE,
P18,PARADISE QUASHEBA,,MIDWIFE TO,MOLIA,P1,MOLIA,
P18,PARADISE QUASHEBA,,MIDWIFE TO,SILVIA,P2,SILVIA,
P18,PARADISE QUASHEBA,,MIDWIFE TO,OGO,P13,OGO,
P18,PARADISE QUASHEBA,,MIDWIFE TO,LUCY,P14,LUCY,
P18,PARADISE QUASHEBA,,MIDWIFE TO,NANNY,P15,NANNY,
P18,PARADISE QUASHEBA,,MIDWIFE TO,LITTLE PHIBBAH,P22,LITTLE PHIBBAH,
P18,PARADISE QUASHEBA,,MIDWIFE TO,,P8,NANCY,
P18,PARADISE QUASHEBA,,MIDWIFE TO,,P128,EVE,
P18,PARADISE QUASHEBA,,MIDWIFE TO,,P104,JENNY,
P18,PARADISE QUASHEBA,,MIDWIFE TO,,P27,WANGA,
P18,PARADISE QUASHEBA,,MIDWIFE TO,,P115,ROSANNA,
P18,PARADISE QUASHEBA,,MIDWIFE TO,,P125,MOLL,
,,,,,,#N/A,
P19,PEGGY,,AFRICAN,,,#N/A,"Peggy was an African young woman who first appeared in the diary in 1765 when Thistlewood attended a 'slave scramble' aboard a Guinea ship and purchased her alongside 9 other enslaved Africans (5 young men and 4 other young women in total). These 9 Africans were Peggy's shipmates: Syphox, Cudjoe, Chub, Bristol, Jmmy, Myrtilla, Phoebe, Franke and Damsel). Thistlewood presumed her to be ""about 16 or 17 years old.""

Peggy was assigned to field labor for the next twenty one years. She was often ill of yaws. Thistlewood also speculated that at times, she showed signs of being ""disordered in her senses,"" although he doesn't specify why/how.

If Peggy ever had a husband/domestic partner, Thistlewood never knew or recorded it.  She never bore any children, nor was she ever described as ever being pregnant. For several years, she shared a household with her fellow field gang member Molia [Coobah] and Molia's daughter, Silvia. Follwing Silvia's death, Peggy continued to share a household with Molia until 1774 when Thistlewood, frustrated with her repeated escaps attempts, sold her to a trader who trafficked her to Georgia.

Peggy was caught engaging in geophagia (eating dirt) in 1774 and was flogged for it (notably for the first time). An accident involving a driver and a whip caused her right eye to be severely mutilated in June of 1780. She was one of the enslaved community who outlived Thistlewood following his death in 1786. In a 1787 appraisal, she was estimated to be about 39 years old, described as ""distempered,"" ""blind in one eye"" and valued at 10 pounds. "
P19,PEGGY,,SHIPMATE OF,CHUB,P57,CHUB,
P19,PEGGY,,SHIPMATE OF,PHOEBE,P58,PHOEBE,
P19,PEGGY,,SHIPMATE OF,FRANKE,P59,FRANKE,
P19,PEGGY,,SHIPMATE OF,CUDJOE,P60,CUDJOE,
P19,PEGGY,,SHIPMATE OF,MIRTILLA,P32,MIRTILLA,
P19,PEGGY,,SHIPMATE OF,JIMMY,P54,JIMMY,
P19,PEGGY,,SHIPMATE OF,DAMSEL,P34,DAMSEL,
P19,PEGGY,,HOUSEMATE OF,MOLIA,P1,MOLIA,
P19,PEGGY,,HOUSEMATE OF,SILVIA,P2,SILVIA,
P19,PEGGY,,GARDENER,,,#N/A,
,,,,,,#N/A,
P20,JOHNIE,,SON OF,ABBA,P6,ABBA,"Johnie was born in 1764 to Abba, an enslaved African domestic laborer that Thistlewood first purchased in 1758. His father may have been Neptune, an enslaved man belonging to a white man named Emotson, one of Thistlewood's friends who also owned a tavern in Savanna la Mar and was described as Abba's ""husband"" around the time of his birth. He had three surviving siblings who: an elder sister named Mary, a younger brother named Neptune and a younger sister named Jenny. 

Johnie lived to the age of seven (a milestone for a child in Jamaica at that time). In January of 1771, he became deathly ill, suffering from stmach cramps and falling into ""faints""/""fits"" (seizures). Vine, an enslaved domestic laborer and healer from the neighboring Cabaritta estate came to ""bleed"" and tend to Johnie. Three days later Thistlewood himself sent Abba with Johnie to the parish Bay to be seen and treated by a white physician, but Johnie died on the trip back home. Abba was inconsolable with grief. Johnie was buried that same evening near his mother's house. Numerous enslaved people from surrounding estates and pens, including Vine, attended his funeral, singing over him.

Several months later in July 1771, Abba was still in mourning  for Johnie, engaging in the practice of 'throwing water' and participating in communal songs and drumming in his honor."
P20,JOHNIE,,BROTHER OF,MARY,P21,ABBA'S MARY,
P20,JOHNIE,,BROTHER OF,,P443,NEPTUNE [ABBA'S SON],
,,,,,,#N/A,
P21,MARY,,DAUGHTER OF,ABBA,P6,ABBA,"Mary was born in January 1762, the first daughter/child of Abba, an African young woman and Neptune, an enslaved man belonging to a white man named Emotson, one of Thistlewood's friends who also owned a tavern in Savanna la Mar. She had three surviving siblings: Johnie, Neptune, and Jenny.

In March/April of 1763, Mary contracted smallpox; though she ultimately recovered from the disease itself, she was permanently blinded. 

The diary describes Mary as having one husband/domestic partner on a neighboring sugar estate called Three Mile River named Quacoo with whom she had two children: one daughter born in 1784 who died at 1 week old, aand another daughter born in 1785 named Prue who was still alive by the time of Thistlewood's death inn 1786.

Like her mother, Mary outlived Thistlewood. Inan appraisal of the complete inventory of all his human property, her value was estimated to be just 1 pound."
P21,MARY,,DAUGHTER OF,,P445,NEPTUNE [THOMAS EMOTSON'S],
P21,MARY,,SISTER OF,JOHNIE,P20,ABBA'S JOHNIE,
P21,MARY,,SISTER OF,,P443,NEPTUNE [ABBA'S SON],
P21,MARY,,MOTHER OF,,P453,ABBA'S MARY'S DAUGHTER (1784),
P21,MARY,,MOTHER OF,,P454,"PRUE [DAUGHTER OF MARY, GRANDDAUGHTER OF ABBA]",
,,,,,,#N/A,
P442,JENNY [ABBA'S DAUGHTER],,DAUGHTER OF,,P6,ABBA,
P442,JENNY [ABBA'S DAUGHTER],,DAUGHTER OF,,P24,LINCOLN,
P442,JENNY [ABBA'S DAUGHTER],,SISTER OF,,P21,ABBA'S MARY,
P442,JENNY [ABBA'S DAUGHTER],,SISTER OF,,P443,NEPTUNE [ABBA'S SON],
P442,JENNY [ABBA'S DAUGHTER],,SISTER OF,,P20,ABBA'S JOHNIE,
,,,,,,#N/A,
P443,NEPTUNE [ABBA'S SON],,SON OF,,P6,ABBA,
P443,NEPTUNE [ABBA'S SON],,SON OF,,P445,NEPTUNE [THOMAS EMOTSON'S],
P443,NEPTUNE [ABBA'S SON],,BROTHER OF,,P442,JENNY [ABBA'S DAUGHTER],
P443,NEPTUNE [ABBA'S SON],,BROTHER OF,,P20,ABBA'S JOHNIE,
P443,NEPTUNE [ABBA'S SON],,BROTHER OF,,P21,ABBA'S MARY,
,,,,,,,
P22,LITTLE PHIBBAH,,DAUGHTER OF,NANNY,P15,NANNY,"Little Phibbah was born in August 1766 at Paradise Estate in ""the height of bad weather"" to an enslaved African woman named Nanny and an unknown father. A midwife named Paradise Quasheba was in attendance at her birth.

Little Phibbah was frequently ill and cared for by her mother. When she was five years old, she became very badly afflicted with stomach worms. After being treated repeatedly by her mother, Thistlewood and white physicians over the course of several days, she died on September 9 1771. Two enslaved men named Lincoln and Abasse dug her grave and buried her the next evening."
P22,LITTLE PHIBBAH,,SISTER OF,,,#N/A,
,,,,,,#N/A,
P23,SHIPMATE,,AFRICAN,,,#N/A,"In November of 1770, an enslaved ""Ebo"" woman named Molia made her seventh esacpe from Breadnut Island Pen. She stayed missing for eleven days before being caught at a place called Bluefields Bay and brought back to the Pen. At some point during this recovery Molia told someone that she had gone to Bluefields Bay for a specific purpose; this purpose was to see a person she desccribed as her ""shipmate"". 

This unnamed/unidentified person was Molia's shipmate with whom she had, presumably, survived hte Middle Passage voyage at least nearly a decade earlier and with whom she had maintained a close and intimate relationship. It is the first and on;y time that this Shipmate would ever be mentioned in the diary."
P23,SHIPMATE,,SHIPMATE OF,MOLIA,P1,MOLIA,
,,,,,,#N/A,
P24,LINCOLN,,IGBO ,,,#N/A," Lincoln first appears in the diary in Janury of 1756 as the very first enslaved person Thistlewood purchased for 43 pounds. Presumed to be an ""Ebo"", he was described as being 16 years of age, and 4 ft 9 inches tall.

 Throughout the course of those three decades, Thistlewood regularly appointed him to skilled positions such as a fisherman and a driver of the field gangs. He regularly entrusted him with the use and possession of a gun with which to hunt game and also regularly sent him out to search for and retrieve the most troublesome of runaways. Lincoln was the most frequent recipient of Thistlewood’s castoff clothes and worn possessions that he no longer wanted. The rations of food and rum he received were markedly higher than nearly everyone else’s. 
Lincoln had multiple domestic and sexual relationships, including one with an Egypt field woman named Violet, another named Egypt Susanah, and another African domestic laborer owned by Thistlewood named Abba. Lincoln and Abba would have two children together: a daughter named Jenny born in August of 1772, and a daughter named Phibbah born in April of 1776. Lincoln's longest core relationship however, was with Sukey, an African young woman who Thistlewood purchased in 1761 from a trader named John Hutt; they never had any children. Many of Lincoln's relationships with women were fraught with tension, even to the point of domestic violence.

Lincoln would be one of the enslaved population on Breadnut Island Pen who would go on to outlive Thistlewood past his death in 1786. Presumed to be 47 years old in a 2787 appraisal, his value was assessed at 50 pounds."
P24,LINCOLN,,DOMESTIC PARTNER OF,SUKEY,P37,SUKEY,
P24,LINCOLN,,DOMESTIC PARTNER OF,,P117,VIOLET,
P24,LINCOLN,,DOMESTIC PARTNER OF,,P296,EGYPT SUSANAH,
P24,LINCOLN,,FATHER OF,,P442,JENNY [ABBA'S DAUGHTER],
P24,LINCOLN,,FATHER OF,,P455,PHIBBAH [ABBA & LINCOLN'S DAUGHTER],
,,,,,,#N/A,
P105,DIDO,,MOTHER OF,,P168,JOAN,
P105,DIDO,,FIELD GANG [FIRST],,P134,BETTY,
P105,DIDO,,FIELD GANG [FIRST],,P27,WANGA,
P105,DIDO,,FIELD GANG [FIRST],,P33,ELLIN,
P105,DIDO,,FIELD GANG [FIRST],,P30,MOUNTAIN LUCY,
P105,DIDO,,FIELD GANG [FIRST],,P106,SARAH,
P105,DIDO,,FIELD GANG [FIRST],,P3,EGYPT LUCY,
,,,,,,#N/A,
P134,BETTY,,MOTHER OF,,P169,LITTLE AGNES,
P134,BETTY,,DOMESTIC PARTNER OF,,P170,AMBO,
P134,BETTY,,FIELD GANG [FIRST],,P124,AGNES,
P134,BETTY,,FIELD GANG [FIRST],,P105,DIDO,
P134,BETTY,,FIELD GANG [FIRST],,P27,WANGA,
P134,BETTY,,FIELD GANG [FIRST],,P33,ELLIN,
P134,BETTY,,FIELD GANG [FIRST],,P30,MOUNTAIN LUCY,
P134,BETTY,,FIELD GANG [FIRST],,P3,EGYPT LUCY,
P134,BETTY,,FIELD GANG [FIRST],,P106,SARAH,
,,,,,,#N/A,
P27,WANGA,PRINCESS,MOTHER OF,,P171,LITTLE DICK,"Wanga was an African woman who was purchased and brought to Egypt to work as field laborer in May of 1754 shortly after Thistlewood's arrival in the early 1750's. Upon her purchase, she was renamed ""Princess,"" and paired with another enslaved woman named Quashe who served as her 'seasoner'.  

Wanga would have several confirmed sexual/domestic partners over the course of the sixteen years that Thistlewood served as overseer at Egypt. Among them were a driver named Hazat, and an Ebo man and skilled laborer named Cyrus, with whom she had a son in January of 1757 named Little Dick.

Although he survived his first two years of life, Little Dick was badly afflicted with yaws, a severe bacterial infection that resulted in skin lesions, joint inflammation and bone pain/deformities. In July of 1759, Little Dick passed away from the complications of yaws. Two months later Wanga and his father, Cyrus, would go on to hold a ""feast"" (funeral ceremony) in his honor.

In 1761, Wanga was assigned to be the seasoner of an estimated 15 year old 'Ebo' young woman named Molia who had been purchased by Thistlewood and who he renamed 'Coobah'. 

Wanga ran away from the estate once in the spring of 1762. She was also pregnant at the time of her escape. Daniel, a skilled laborer was sent to search for and return her to the estate. She was later sent to Paradise estate to lie-in and give birth to a daughter named Charlotte, who survived at least until her second year."
P27,WANGA,PRINCESS,MOTHER OF,,P456,CHARLOTTE (WONGA'S DAUGHTER),
P27,WANGA,PRINCESS,DOMESTIC PARTNER OF,,P210,CYRUS,
P27,WANGA,PRINCESS,FIELD GANG [FIRST],,P105,DIDO,
P27,WANGA,PRINCESS,FIELD GANG [FIRST],,P134,BETTY,
P27,WANGA,PRINCESS,FIELD GANG [FIRST],,P33,ELLIN,
P27,WANGA,PRINCESS,FIELD GANG [FIRST],,P30,MOUNTAIN LUCY,
P27,WANGA,PRINCESS,FIELD GANG [FIRST],,P106,SARAH,
P27,WANGA,PRINCESS,FIELD GANG [FIRST],,P3,EGYPT LUCY,
,,,,,,#N/A,
P33,ELLIN,,MOTHER OF,,P172,ELLIN'S CHILD,
P33,ELLIN,,IGBO ,,,,
P33,ELLIN,,FIELD GANG [FIRST],,P105,DIDO,
P33,ELLIN,,FIELD GANG [FIRST],,P134,BETTY,
P33,ELLIN,,FIELD GANG [FIRST],,P27,WANGA,
P33,ELLIN,,FIELD GANG [FIRST],,P30,MOUNTAIN LUCY,
P33,ELLIN,,FIELD GANG [FIRST],,P106,SARAH,
P33,ELLIN,,FIELD GANG [FIRST],,P3,EGYPT LUCY,
,,,,,,#N/A,
P30,MOUNTAIN LUCY,,MOTHER OF,,P173,MOUNTAIN LUCY'S CHILD,"Mountain Lucy was an enslaved fieldwoman who lived and worked on Egypt estate from as early as 1754. 

Like many other fieldhands, Mountain Lucy lived in conditions of immense poverty and food scarcity. Throughout periods of particularly severe famine and droughts on the estate, she appeared to have engaged in a coercive sexual relationship with Thistlewood in exchange for food, ""bitts"" (money), and other presents. 

In 1755, when Egypt's domestic housekeeper Phibbah became pregnant, she  ""brought"" Mountain Lucy to Thistlewood to ""keep"" as a ""sweetheart"" (sexual partner) while she was in her latter trimester of pregnancy. Thistlewood initially resisted the arrangement, but eventually relented.

Mountain Lucy was the mother of at least four children. In 1756, she gave birth to a girl, Prue, who managed to survive at least until the age of 8 (an enormous milestone for enslaved chilren in Jamaica), and who Mountain Lucy claimed had been fathered by Thistlewood, presumably duringPhibbah';s lying in period (although he denied this). Between 1758 and 1759, she gave birth to two boys, once each year, who both died within days. Another girl, Flora would follow in 1761 and survive until at least the age of 3. 

Mountain Lucy ran away from the estate at least twice in 1756. She was found within days on both occasions and punished with brutal floggings and gaggings. She was also punished on multiple occasions for giving verbal protests to the drivers in the field"
P30,MOUNTAIN LUCY,,MOTHER OF,,P175,MOUNTAIN LUCY'S CHILD #2,
P30,MOUNTAIN LUCY,,MOTHER OF,,P270,FLORA [MOUNTAIN LUCY'S CHILD],
P30,MOUNTAIN LUCY,,MOTHER OF,,P458,PRUE [MOUNTAIN LUCY'S DAUGHTER],
P30,MOUNTAIN LUCY,,FIELD GANG [FIRST],,P105,DIDO,
P30,MOUNTAIN LUCY,,FIELD GANG [FIRST],,P134,BETTY,
P30,MOUNTAIN LUCY,,FIELD GANG [FIRST],,P27,WANGA,
P30,MOUNTAIN LUCY,,FIELD GANG [FIRST],,P33,ELLIN,
P30,MOUNTAIN LUCY,,FIELD GANG [FIRST],,P106,SARAH,
P30,MOUNTAIN LUCY,,FIELD GANG [FIRST],,P3,EGYPT LUCY,
,,,,,,,
P173,MOUNTAIN LUCY'S CHILD,,,,,,
P173,,,,,,,
,,,,,,#N/A,
P106,SARAH,,MOTHER OF,,P174,SARAH'S CHILD/SON,
P106,SARAH,,MOTHER OF,,P376,SARAH'S CUBBAH,
P106,SARAH,,FIELD GANG [FIRST],,P105,DIDO,
P106,SARAH,,FIELD GANG [FIRST],,P134,BETTY,
P106,SARAH,,FIELD GANG [FIRST],,P27,WANGA,
P106,SARAH,,FIELD GANG [FIRST],,P33,ELLIN,
P106,SARAH,,FIELD GANG [FIRST],,P30,MOUNTAIN LUCY,
P106,SARAH,,FIELD GANG [FIRST],,P3,EGYPT LUCY,
,,,,,,#N/A,
P170,AMBO,,FATHER OF,,P416,TOBBI (AMBO'S CHILD),
P170,AMBO,,FATHER OF,,P169,LITTLE AGNES,
P170,AMBO,,FATHER OF,,P421,AGNES & AMBO'S CHILD #1,
P170,AMBO,,DOMESTIC PARTNER OF,,P134,BETTY,
P170,AMBO,,DOMESTIC PARTNER OF,,P124,AGNES,
,,,,,,#N/A,
P210,CYRUS,,FATHER OF,,P171,LITTLE DICK,"Cyrus was an enslaved man who lived/worked upon Egypt estate as a field hand. Presumed to be an 'Ebo' Cyrus was often tasked with performing a number of different skilled jobs around the estate, going out to search for and retrieve runaways, and even more frequently sent to fish in the nearby rivers and streams througout the parish.

Cyrus was confirmed as having two sons: a boy named Sawney with an undientified mother, and a boy named Little Dick with Wonga, an African fieldwoman who was born in 1757 and lived to the age of two before dying from complications of yaws disease. In the months following Little Dick's death, Cyrus mourned his loss by throwing a ""feast"" (a funeral celebration) in his son's honor. "
P210,CYRUS,,FATHER OF,,P457,SAWNEY [CYRUS' SON],
P210,CYRUS,,DOMESTIC PARTNER OF,,P27,WANGA,
,,,,,,#N/A,
P124,AGNES,,DOMESTIC PARTNER OF,,P170,AMBO,
P124,AGNES,,MOTHER OF,,P421,AGNES & AMBO'S CHILD #1,
P124,AGNES,,SISTER OF,,P134,BETTY,
P124,AGNES,,FIELD GANG [FIRST],,P105,DIDO,
P124,AGNES,,FIELD GANG [FIRST],,P134,BETTY,
P124,AGNES,,FIELD GANG [FIRST],,P27,WANGA,
P124,AGNES,,FIELD GANG [FIRST],,P33,ELLIN,
P124,AGNES,,FIELD GANG [FIRST],,P30,MOUNTAIN LUCY,
P124,AGNES,,FIELD GANG [FIRST],,P106,SARAH,
P124,AGNES,,FIELD GANG [FIRST],,P3,EGYPT LUCY,
,,,,,,#N/A,
P26,SOLON,,DOMESTIC PARTNER OF,,P13,OGO,"Solon first appears in the diaries in July of 1761 when he was acquired by John Cope on Thistlewood's behalf from a slave market in Kingston alongside two others: an African woman named Nanny and an African young man named Caesar. Thistlewood paid 50 pounds for each one of them. He also described Solon as being ""about 16"". 

In later years, Solon would (like many others) be taken ill with various ailments and diseases such as stomach cramps, guinea worms, eye infections, and yaws.

Solon was a skilled fisherman and was often sent by Thistlewood to catch fish for him in nearby rivers and streaams. He was also frequently sent out to search for escaped runaways, particularly a young 'Ebo' woman named Molia who ran away from Thistlewood at least 14 times between 1769-1774.

Solon was the domestic partner/'husband' of Ogo (renamed 'Maria'), a presumed 'Ebo' African young woman purchased by Thistlewood from a slave trader named John Hutt in December of 1761. They had at least one child together: a daughter named Lucy, b0rn in November of 1766, who lived to the age of ten before dying in 1777 from stomach ailments.

"
P26,SOLON,,FATHER OF,,P14,LUCY,
P26,SOLON,,SHIPMATE OF,,P15,NANNY,
P26,SOLON,,SHIPMATE OF,,P451,CAESAR,
,,,,,,#N/A,
P25,MASON QUASHE,,DOMESTIC PARTNER OF,,P3,EGYPT LUCY,"Mason Quashe was an enslaved man who belonged to Elizabeth Anderson, a ""free coloured (mixed race) woman""who was the mistress of William Dorrill, Thistlewood's first empoyer and the initial owner of Egypt, Salt River and Paradise upon his arrival in Jamaica. She frequently hired Mason Quashe out to Egypt and other estates throughout the parish where he performed a wide array of skilled and very highly sought after labors such as masonry, carpentry, fishing, and driving of the field gangs. He was 'paid' for these labors in rum and castoff clothing from white men.  

Mason Quashe was a prominent figure in the enslaved community of Westmoreland, and held close relationships with other prominent figures in that community such as Phibbah, the housekeeper of Egypt, and the other women in her social circle such as House Franke and Egypt Lucy, who tended/cared for him in times of illness.  

Mason Quashe had a number of sexual/domestic relationships with several enslaved women throughout the neighborhood, including one with Egypt field woman Egypt Lucy, who left her previous husband Daniel for him--their union rrsulted in a son born in December of 1759: Little Quashe. He also had another child, a daughter named Franke who lived on a neighboring estate.

Mason Quashe's status as a skilled laborer seemed to give him a relative amount of privilege, particularly in his abilty to move around the parish, and beyond it. In 1767, he traveled abroad to British North America, where he would pass away from complications of gout and stomach maladies in 1767. "
P25,MASON QUASHE,,FATHER OF,,P5,LITTLE QUASHE,
,,,,,,#N/A,
,,,,,,#N/A,
,,,,,,#N/A,
